475,2024-08-04,emoney,6,29655
335,2024-08-05,emoney,4,10745
359,2024-08-05,bank,1,266687
476,2024-08-05,emoney,6,30678
339,2024-08-06,bank,3,242936
340,2024-08-06,bank,4,5191662
477,2024-08-06,emoney,6,30832
478,2024-08-07,emoney,6,30655
363,2024-08-08,bank,3,239936
345,2024-08-08,emoney,4,9889
479,2024-08-08,emoney,6,30380
480,2024-08-09,emoney,6,30382
349,2024-08-10,emoney,2,5395
481,2024-08-10,emoney,6,28418
350,2024-08-11,emoney,4,8466
482,2024-08-11,emoney,6,23696
483,2024-08-12,emoney,6,30000
353,2024-08-13,emoney,4,7388
484,2024-08-13,emoney,6,30948
354,2024-08-14,emoney,4,6927
485,2024-08-14,emoney,6,30000
357,2024-08-17,emoney,4,6529
360,2024-08-17,bank,5,369111
358,2024-08-18,emoney,4,5451
361,2024-08-19,emoney,4,4595
362,2024-08-19,bank,2,1910
364,2024-08-19,bank,3,239966
365,2024-08-19,bank,4,5191976
366,2024-08-20,bank,4,5918713
486,2024-08-20,emoney,6,22519
487,2024-08-21,emoney,6,30066
367,2024-08-22,emoney,4,3967
488,2024-08-22,emoney,6,30000
379,2024-08-23,bank,4,5709493
489,2024-08-24,emoney,6,29370
373,2024-08-25,emoney,4,2889
490,2024-08-25,emoney,6,30379
491,2024-08-26,emoney,6,28640
380,2024-08-26,bank,5,359111
376,2024-08-26,emoney,4,2033
492,2024-08-27,emoney,6,30017
378,2024-08-27,bank,3,47045
377,2024-08-27,bank,1,205851
493,2024-08-28,emoney,6,30013
383,2024-08-29,emoney,4,11177
494,2024-08-30,emoney,6,30239
385,2024-08-31,emoney,4,9614
495,2024-08-31,emoney,6,21027
496,2024-09-01,emoney,6,29655
387,2024-09-01,emoney,4,8536
497,2024-09-02,emoney,6,28662
393,2024-09-02,emoney,4,7680
498,2024-09-03,emoney,6,30001
499,2024-09-04,emoney,6,30255
500,2024-09-05,emoney,4,6824
501,2024-09-05,emoney,6,29368
502,2024-09-06,emoney,6,30374
503,2024-09-07,emoney,4,6112
504,2024-09-07,emoney,6,29433
505,2024-09-08,emoney,4,4743
506,2024-09-08,emoney,6,22207
507,2024-09-09,emoney,4,3887
508,2024-09-09,emoney,6,29320
